y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
01,96,AL,AL Total Migration-US and Foreign,33716,67747,1515297
01,97,AL,AL Total Migration-US,32868,65647,1467218
01,98,AL,AL Total Migration-Foreign,848,2100,48079
01,97,AL,AL Total Migration-Same State,46630,95832,1871804
01,01,AL,AL Non-migrants,1598458,3579600,96406319
01,13,GA,Georgia,5972,12269,249108
01,12,FL,Florida,4489,8446,185502
01,48,TX,Texas,3435,7041,135165
01,47,TN,Tennessee,2608,5304,124203
01,28,MS,Mississippi,2212,4562,90723
01,06,CA,California,1169,2274,55689
01,37,NC,North Carolina,1056,2158,49972
01,22,LA,Louisiana,883,1671,40723
01,57,FR,Foreign,848,2100,48079
01,51,VA,Virginia,819,1624,48796
01,36,NY,New York,772,1518,34582
01,17,IL,Illinois,717,1443,34167
01,39,OH,Ohio,713,1430,29911
01,45,SC,South Carolina,637,1220,31594
01,26,MI,Michigan,594,1125,22176
01,21,KY,Kentucky,574,1213,27082
01,08,CO,Colorado,473,932,24958
01,29,MO,Missouri,459,901,20884
01,18,IN,Indiana,457,895,21821
01,42,PA,Pennsylvania,440,850,23033
01,53,WA,Washington,351,742,17875
01,24,MD,Maryland,340,647,18685
01,05,AR,Arkansas,338,703,15223
01,40,OK,Oklahoma,300,615,15592
01,04,AZ,Arizona,285,575,16478
01,34,NJ,New Jersey,261,489,12404
01,20,KS,Kansas,242,549,12081
01,55,WI,Wisconsin,198,385,9052
01,15,HI,Hawaii,197,440,8578
01,25,MA,Massachusetts,171,315,8548
01,32,NV,Nevada,166,299,7457
01,35,NM,New Mexico,143,310,7926
01,27,MN,Minnesota,133,252,7129
01,09,CT,Connecticut,130,248,7706
01,54,WV,West Virginia,119,235,5459
01,19,IA,Iowa,118,205,4816
01,02,AK,Alaska,107,223,4869
01,49,UT,Utah,99,201,4551
01,41,OR,Oregon,97,179,5421
01,31,NE,Nebraska,75,149,3165
01,16,ID,Idaho,69,142,2370
01,30,MT,Montana,56,116,2494
01,38,ND,North Dakota,54,113,2763
