y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
01,96,AL,AL Total Migration-US and Foreign,47342,98079,2166615
01,97,AL,AL Total Migration-US,46500,96189,2126211
01,98,AL,AL Total Migration-Foreign,842,1890,40404
01,97,AL,AL Total Migration-Same State,56941,120358,2291807
01,01,AL,AL Non-migrants,1580065,3564148,91645908
01,13,GA,Georgia,8599,17877,337056
01,12,FL,Florida,6676,13270,270965
01,48,TX,Texas,5212,11506,285880
01,47,TN,Tennessee,3923,7996,176116
01,28,MS,Mississippi,2562,5364,101504
01,06,CA,California,1590,3007,79686
01,37,NC,North Carolina,1588,3353,79762
01,22,LA,Louisiana,1374,2793,67489
01,51,VA,Virginia,1258,2818,74468
01,45,SC,South Carolina,982,2073,56487
01,39,OH,Ohio,871,1825,41072
01,57,FR,Foreign,842,1890,40404
01,36,NY,New York,813,1481,29005
01,08,CO,Colorado,812,1647,37991
01,21,KY,Kentucky,752,1694,35117
01,26,MI,Michigan,715,1480,28884
01,17,IL,Illinois,712,1387,30007
01,18,IN,Indiana,617,1346,25336
01,29,MO,Missouri,601,1213,28736
01,53,WA,Washington,580,1257,28211
01,42,PA,Pennsylvania,507,996,28329
01,24,MD,Maryland,497,1003,28769
01,04,AZ,Arizona,472,966,23999
01,05,AR,Arkansas,463,960,21761
01,40,OK,Oklahoma,397,884,19150
01,20,KS,Kansas,341,790,16064
01,15,HI,Hawaii,275,608,12392
01,55,WI,Wisconsin,252,517,9930
01,32,NV,Nevada,249,480,9386
01,34,NJ,New Jersey,249,503,14101
01,25,MA,Massachusetts,229,405,10844
01,41,OR,Oregon,203,405,8982
01,02,AK,Alaska,193,413,8603
01,27,MN,Minnesota,182,394,8552
01,35,NM,New Mexico,170,348,8471
01,19,IA,Iowa,167,337,7358
01,49,UT,Utah,158,337,8952
01,09,CT,Connecticut,146,289,16503
01,31,NE,Nebraska,143,346,6256
01,54,WV,West Virginia,131,258,5898
01,11,DC,District Of Columbia,116,148,6270
01,38,ND,North Dakota,103,188,3691
01,30,MT,Montana,97,172,3560
01,16,ID,Idaho,89,216,3845
01,33,NH,New Hampshire,76,143,4334
01,56,WY,Wyoming,76,148,3028
01,10,DE,Delaware,75,144,3877
01,23,ME,Maine,72,136,3023
01,46,SD,South Dakota,62,128,2565
01,44,RI,Rhode Island,38,77,1798
01,50,VT,Vermont,35,63,2150
02,96,AK,AK Total Migration-US and Foreign,19096,39165,1026257
02,97,AK,AK Total Migration-US,18644,38222,1001349
02,98,AK,AK Total Migration-Foreign,452,943,24908
02,97,AK,AK Total Migration-Same State,6924,12930,376019
02,02,AK,AK Non-migrants,259665,547420,19728052
02,53,WA,Washington,2287,4378,126189
02,48,TX,Texas,1669,3746,102379
02,06,CA,California,1576,2980,67893
02,41,OR,Oregon,1050,1873,56646
02,12,FL,Florida,1036,2027,54412
02,04,AZ,Arizona,849,1640,51740
02,08,CO,Colorado,749,1544,43564
02,37,NC,North Carolina,562,1262,25764
02,13,GA,Georgia,536,1262,25961
02,16,ID,Idaho,463,999,28809
02,57,FR,Foreign,452,943,24908
02,32,NV,Nevada,447,849,29182
02,15,HI,Hawaii,443,1018,22429
02,51,VA,Virginia,434,1002,25014
02,36,NY,New York,390,745,17824
02,30,MT,Montana,371,706,23219
02,26,MI,Michigan,322,648,17436
02,27,MN,Minnesota,322,645,17749
02,49,UT,Utah,306,672,18167
02,39,OH,Ohio,286,581,12887
02,47,TN,Tennessee,274,650,15334
02,40,OK,Oklahoma,271,625,13363
02,29,MO,Missouri,259,589,13268
02,42,PA,Pennsylvania,256,480,11817
02,17,IL,Illinois,248,476,11385
02,01,AL,Alabama,226,512,10232
02,45,SC,South Carolina,224,534,10971
02,35,NM,New Mexico,223,466,12690
02,55,WI,Wisconsin,219,404,13343
02,22,LA,Louisiana,208,462,10445
